"","X1","SDG","Estimate","Std.Error","Demographic","Year","Data","District","Direction","Label","Order","SDG_Achievement"
"3927",4977,"improved.sanitation",80.51,0.00844007718346888,"TOTAL",2014,"EICV","KARONGI",2,"Improved Sanitation",9,80.51
"3928",4978,"improved.sanitation",80.44,0.0123058460137193,"MALE",2014,"EICV","KARONGI",2,"Improved Sanitation",9,80.44
"3929",4979,"improved.sanitation",80.57,0.0115970927691861,"FEMALE",2014,"EICV","KARONGI",2,"Improved Sanitation",9,80.57
"3930",4980,"improved.sanitation",85.4,0.0293586074690277,"URBAN",2014,"EICV","KARONGI",2,"Improved Sanitation",9,85.4
"3931",4981,"improved.sanitation",80.14,0.00880140457782589,"RURAL",2014,"EICV","KARONGI",2,"Improved Sanitation",9,80.14
"3932",4982,"improved.sanitation",70.99,0.0208861510858982,"SEVERELY-POOR",2014,"EICV","KARONGI",2,"Improved Sanitation",9,70.99
"3933",4983,"improved.sanitation",77.21,0.0181873257040765,"POOR",2014,"EICV","KARONGI",2,"Improved Sanitation",9,77.21
"3934",4984,"improved.sanitation",85.67,0.010129241641895,"NON-POOR",2014,"EICV","KARONGI",2,"Improved Sanitation",9,85.67
"3935",4985,"electric.lighting",9.99,0.00637809461410406,"TOTAL",2014,"EICV","KARONGI",2,"Electricity",10,9.99
"3936",4986,"electric.lighting",10.65,0.0095572745627501,"MALE",2014,"EICV","KARONGI",2,"Electricity",10,10.65
"3937",4987,"electric.lighting",9.39,0.00853153270427359,"FEMALE",2014,"EICV","KARONGI",2,"Electricity",10,9.39
"3938",4988,"electric.lighting",77.46,0.0331098593114887,"URBAN",2014,"EICV","KARONGI",2,"Electricity",10,77.46
"3939",4989,"electric.lighting",4.89,0.00484993508581455,"RURAL",2014,"EICV","KARONGI",2,"Electricity",10,4.89
"3940",4991,"electric.lighting",1.47,0.0055272583308775,"POOR",2014,"EICV","KARONGI",2,"Electricity",10,1.47
"3941",4992,"electric.lighting",17.61,0.0109446745826469,"NON-POOR",2014,"EICV","KARONGI",2,"Electricity",10,17.61
"3942",4993,"primary.attendance",91.68,0.0141155612504195,"TOTAL",2014,"EICV","KARONGI",2,"Primary Education",12,91.68
"3943",4994,"primary.attendance",88.11,0.0238291445426986,"MALE",2014,"EICV","KARONGI",2,"Primary Education",12,88.11
"3944",4995,"primary.attendance",95.02,0.0153898866293309,"FEMALE",2014,"EICV","KARONGI",2,"Primary Education",12,95.02
"3945",4997,"primary.attendance",91.15,0.0149625293022236,"RURAL",2014,"EICV","KARONGI",2,"Primary Education",12,91.15
"3946",4998,"primary.attendance",87.86,0.0329076624646564,"SEVERELY-POOR",2014,"EICV","KARONGI",2,"Primary Education",12,87.86
"3947",4999,"primary.attendance",91.64,0.0283270321922428,"POOR",2014,"EICV","KARONGI",2,"Primary Education",12,91.64
"3948",5000,"primary.attendance",93.7,0.0176529210547132,"NON-POOR",2014,"EICV","KARONGI",2,"Primary Education",12,93.7
"3949",5001,"secondary.attendance",21.85,0.0234243081628881,"TOTAL",2014,"EICV","KARONGI",2,"Secondary Education",13,21.85
"3950",5002,"secondary.attendance",16.63,0.0312206190353184,"MALE",2014,"EICV","KARONGI",2,"Secondary Education",13,16.63
"3951",5003,"secondary.attendance",26.31,0.0339355429725505,"FEMALE",2014,"EICV","KARONGI",2,"Secondary Education",13,26.31
"3952",5004,"secondary.attendance",60.97,0.0850478012648758,"URBAN",2014,"EICV","KARONGI",2,"Secondary Education",13,60.97
"3953",5005,"secondary.attendance",17.44,0.0229073356896367,"RURAL",2014,"EICV","KARONGI",2,"Secondary Education",13,17.44
"3954",5006,"secondary.attendance",7.13,0.0307267430584774,"SEVERELY-POOR",2014,"EICV","KARONGI",2,"Secondary Education",13,7.13
"3955",5007,"secondary.attendance",11.81,0.0371058698183924,"POOR",2014,"EICV","KARONGI",2,"Secondary Education",13,11.81
"3956",5008,"secondary.attendance",32.5,0.0363856602225702,"NON-POOR",2014,"EICV","KARONGI",2,"Secondary Education",13,32.5
"3957",5009,"literacy",75.39,0.0120188131050459,"TOTAL",2014,"EICV","KARONGI",2,"Literacy",14,75.39
"3958",5010,"literacy",79.62,0.0167840200857077,"MALE",2014,"EICV","KARONGI",2,"Literacy",14,79.62
"3959",5011,"literacy",71.9,0.0169014689415406,"FEMALE",2014,"EICV","KARONGI",2,"Literacy",14,71.9
"3960",5012,"literacy",88.93,0.0318653309182876,"URBAN",2014,"EICV","KARONGI",2,"Literacy",14,88.93
"3961",5013,"literacy",74.28,0.0126878903896087,"RURAL",2014,"EICV","KARONGI",2,"Literacy",14,74.28
"3962",5014,"literacy",69.27,0.0298369151834811,"SEVERELY-POOR",2014,"EICV","KARONGI",2,"Literacy",14,69.27
"3963",5015,"literacy",72.13,0.0263603784127528,"POOR",2014,"EICV","KARONGI",2,"Literacy",14,72.13
"3964",5016,"literacy",78.52,0.0149480452665544,"NON-POOR",2014,"EICV","KARONGI",2,"Literacy",14,78.52
"3965",5017,"poor",26.25,0.0097297723493532,"TOTAL",2014,"EICV","KAYONZA",1,"Poverty",1,73.75
"3966",5018,"poor",24.49,0.0136605672672721,"MALE",2014,"EICV","KAYONZA",1,"Poverty",1,75.51
"3967",5019,"poor",27.95,0.0138377911609454,"FEMALE",2014,"EICV","KAYONZA",1,"Poverty",1,72.05
"3968",5020,"poor",8.32,0.0137889164295524,"URBAN",2014,"EICV","KAYONZA",1,"Poverty",1,91.68
"3969",5021,"poor",30.65,0.0113292007374069,"RURAL",2014,"EICV","KAYONZA",1,"Poverty",1,69.35
"3970",5022,"severely.poor",9.5,0.00638126402175472,"TOTAL",2014,"EICV","KAYONZA",1,"Severe Poverty",2,90.5
"3971",5023,"severely.poor",9.24,0.00890283917463781,"MALE",2014,"EICV","KAYONZA",1,"Severe Poverty",2,90.76
"3972",5024,"severely.poor",9.75,0.00913337568776392,"FEMALE",2014,"EICV","KAYONZA",1,"Severe Poverty",2,90.25
"3973",5025,"severely.poor",4.16,0.00941365868718603,"URBAN",2014,"EICV","KAYONZA",1,"Severe Poverty",2,95.84
"3974",5026,"severely.poor",10.81,0.00756142169740853,"RURAL",2014,"EICV","KAYONZA",1,"Severe Poverty",2,89.19
"3975",5027,"health.insurance",73.34,0.00938141736122967,"TOTAL",2014,"EICV","KAYONZA",2,"Have Health Insurance",6,73.34
"3976",5028,"health.insurance",71.93,0.0135627393117851,"MALE",2014,"EICV","KAYONZA",2,"Have Health Insurance",6,71.93
"3977",5029,"health.insurance",74.71,0.0129777288108842,"FEMALE",2014,"EICV","KAYONZA",2,"Have Health Insurance",6,74.71
"3978",5030,"health.insurance",69.68,0.0231264430662344,"URBAN",2014,"EICV","KAYONZA",2,"Have Health Insurance",6,69.68
"3979",5031,"health.insurance",74.24,0.010189502672287,"RURAL",2014,"EICV","KAYONZA",2,"Have Health Insurance",6,74.24
"3980",5032,"health.insurance",53.49,0.0350487254173265,"SEVERELY-POOR",2014,"EICV","KAYONZA",2,"Have Health Insurance",6,53.49
"3981",5033,"health.insurance",67.9,0.0243868472753716,"POOR",2014,"EICV","KAYONZA",2,"Have Health Insurance",6,67.9
"3982",5034,"health.insurance",77.14,0.0103580366705602,"NON-POOR",2014,"EICV","KAYONZA",2,"Have Health Insurance",6,77.14
"3983",5035,"care.when.ill",71.36,0.0197262903503945,"TOTAL",2014,"EICV","KAYONZA",2,"Receive Care When Ill",7,71.36
"3984",5036,"care.when.ill",73.27,0.0298127465309626,"MALE",2014,"EICV","KAYONZA",2,"Receive Care When Ill",7,73.27
"3985",5037,"care.when.ill",70.04,0.0262207061928048,"FEMALE",2014,"EICV","KAYONZA",2,"Receive Care When Ill",7,70.04
"3986",5038,"care.when.ill",75.6,0.0495693811867901,"URBAN",2014,"EICV","KAYONZA",2,"Receive Care When Ill",7,75.6
"3987",5039,"care.when.ill",70.55,0.0214899950199785,"RURAL",2014,"EICV","KAYONZA",2,"Receive Care When Ill",7,70.55
"3988",5040,"care.when.ill",62.76,0.0672366230764975,"SEVERELY-POOR",2014,"EICV","KAYONZA",2,"Receive Care When Ill",7,62.76
"3989",5041,"care.when.ill",59.06,0.0507234692155477,"POOR",2014,"EICV","KAYONZA",2,"Receive Care When Ill",7,59.06
"3990",5042,"care.when.ill",75.85,0.0221550434988682,"NON-POOR",2014,"EICV","KAYONZA",2,"Receive Care When Ill",7,75.85
"3991",5043,"improved.water",68.73,0.00985771962120436,"TOTAL",2014,"EICV","KAYONZA",2,"Clean Water",8,68.73
"3992",5044,"improved.water",68.61,0.0140992925204648,"MALE",2014,"EICV","KAYONZA",2,"Clean Water",8,68.61
"3993",5045,"improved.water",68.84,0.0137869897758009,"FEMALE",2014,"EICV","KAYONZA",2,"Clean Water",8,68.84
"3994",5046,"improved.water",93.9,0.0117198787838733,"URBAN",2014,"EICV","KAYONZA",2,"Clean Water",8,93.9
"3995",5047,"improved.water",62.54,0.0115150917235334,"RURAL",2014,"EICV","KAYONZA",2,"Clean Water",8,62.54
"3996",5048,"improved.water",54.91,0.034758268637625,"SEVERELY-POOR",2014,"EICV","KAYONZA",2,"Clean Water",8,54.91
"3997",5049,"improved.water",66.82,0.0246114012583097,"POOR",2014,"EICV","KAYONZA",2,"Clean Water",8,66.82
"3998",5050,"improved.water",70.94,0.0112389771450635,"NON-POOR",2014,"EICV","KAYONZA",2,"Clean Water",8,70.94
"3999",5051,"improved.sanitation",91.87,0.00575068429382283,"TOTAL",2014,"EICV","KAYONZA",2,"Improved Sanitation",9,91.87
"4000",5052,"improved.sanitation",92.83,0.00770219029950091,"MALE",2014,"EICV","KAYONZA",2,"Improved Sanitation",9,92.83
"4001",5053,"improved.sanitation",90.94,0.00850555052124803,"FEMALE",2014,"EICV","KAYONZA",2,"Improved Sanitation",9,90.94
"4002",5054,"improved.sanitation",96.97,0.00847890292969882,"URBAN",2014,"EICV","KAYONZA",2,"Improved Sanitation",9,96.97
"4003",5055,"improved.sanitation",90.61,0.00682336104951762,"RURAL",2014,"EICV","KAYONZA",2,"Improved Sanitation",9,90.61
"4004",5056,"improved.sanitation",69.19,0.0320990224625891,"SEVERELY-POOR",2014,"EICV","KAYONZA",2,"Improved Sanitation",9,69.19
"4005",5057,"improved.sanitation",91.96,0.0140699089174279,"POOR",2014,"EICV","KAYONZA",2,"Improved Sanitation",9,91.96
"4006",5058,"improved.sanitation",94.77,0.00539917371084104,"NON-POOR",2014,"EICV","KAYONZA",2,"Improved Sanitation",9,94.77
"4007",5059,"electric.lighting",16.52,0.00805403549272895,"TOTAL",2014,"EICV","KAYONZA",2,"Electricity",10,16.52
"4008",5060,"electric.lighting",17.44,0.0117316512847769,"MALE",2014,"EICV","KAYONZA",2,"Electricity",10,17.44
"4009",5061,"electric.lighting",15.63,0.011051410205606,"FEMALE",2014,"EICV","KAYONZA",2,"Electricity",10,15.63
"4010",5062,"electric.lighting",44.76,0.0253008817422415,"URBAN",2014,"EICV","KAYONZA",2,"Electricity",10,44.76
"4011",5063,"electric.lighting",9.58,0.00671613639810153,"RURAL",2014,"EICV","KAYONZA",2,"Electricity",10,9.58
"4012",5065,"electric.lighting",3.53,0.0089933064274329,"POOR",2014,"EICV","KAYONZA",2,"Electricity",10,3.53
"4013",5066,"electric.lighting",21.6,0.0104076598141874,"NON-POOR",2014,"EICV","KAYONZA",2,"Electricity",10,21.6
"4014",5067,"primary.attendance",82.88,0.0198506815286546,"TOTAL",2014,"EICV","KAYONZA",2,"Primary Education",12,82.88
"4015",5068,"primary.attendance",78.02,0.0302735042167667,"MALE",2014,"EICV","KAYONZA",2,"Primary Education",12,78.02
"4016",5069,"primary.attendance",87.93,0.0249820925700407,"FEMALE",2014,"EICV","KAYONZA",2,"Primary Education",12,87.93
"4017",5070,"primary.attendance",90.28,0.0385853624864642,"URBAN",2014,"EICV","KAYONZA",2,"Primary Education",12,90.28
"4018",5071,"primary.attendance",81.31,0.0225104667991355,"RURAL",2014,"EICV","KAYONZA",2,"Primary Education",12,81.31
"4019",5072,"primary.attendance",63.97,0.0696169975304639,"SEVERELY-POOR",2014,"EICV","KAYONZA",2,"Primary Education",12,63.97
"4020",5073,"primary.attendance",76.62,0.0501291912814876,"POOR",2014,"EICV","KAYONZA",2,"Primary Education",12,76.62
"4021",5074,"primary.attendance",88.11,0.0209894262231058,"NON-POOR",2014,"EICV","KAYONZA",2,"Primary Education",12,88.11
"4022",5075,"secondary.attendance",24.1,0.0269300743569532,"TOTAL",2014,"EICV","KAYONZA",2,"Secondary Education",13,24.1
"4023",5076,"secondary.attendance",22.76,0.0345976052285514,"MALE",2014,"EICV","KAYONZA",2,"Secondary Education",13,22.76
"4024",5077,"secondary.attendance",25.53,0.0414437642687349,"FEMALE",2014,"EICV","KAYONZA",2,"Secondary Education",13,25.53
"4025",5078,"secondary.attendance",22.55,0.0578058335169028,"URBAN",2014,"EICV","KAYONZA",2,"Secondary Education",13,22.55
"4026",5079,"secondary.attendance",24.56,0.0304205473690379,"RURAL",2014,"EICV","KAYONZA",2,"Secondary Education",13,24.56
"4027",5080,"secondary.attendance",8.53,0.0573068459603134,"SEVERELY-POOR",2014,"EICV","KAYONZA",2,"Secondary Education",13,8.53
"4028",5081,"secondary.attendance",17.88,0.0730278240614432,"POOR",2014,"EICV","KAYONZA",2,"Secondary Education",13,17.88
"4029",5082,"secondary.attendance",27.28,0.0315761537977732,"NON-POOR",2014,"EICV","KAYONZA",2,"Secondary Education",13,27.28
"4030",5083,"literacy",76.28,0.0125479390931015,"TOTAL",2014,"EICV","KAYONZA",2,"Literacy",14,76.28
"4031",5084,"literacy",79.74,0.0172263044131498,"MALE",2014,"EICV","KAYONZA",2,"Literacy",14,79.74
"4032",5085,"literacy",73.02,0.0181130857417127,"FEMALE",2014,"EICV","KAYONZA",2,"Literacy",14,73.02
"4033",5086,"literacy",80.44,0.0257099787100193,"URBAN",2014,"EICV","KAYONZA",2,"Literacy",14,80.44
"4034",5087,"literacy",75.16,0.0143085426646152,"RURAL",2014,"EICV","KAYONZA",2,"Literacy",14,75.16
"4035",5088,"literacy",61.93,0.0498821068706195,"SEVERELY-POOR",2014,"EICV","KAYONZA",2,"Literacy",14,61.93
"4036",5089,"literacy",70.92,0.037660131742062,"POOR",2014,"EICV","KAYONZA",2,"Literacy",14,70.92
"4037",5090,"literacy",78.77,0.0134494007142996,"NON-POOR",2014,"EICV","KAYONZA",2,"Literacy",14,78.77
"4038",5091,"poor",15.76,0.00820504661296203,"TOTAL",2014,"EICV","KICUKIRO",1,"Poverty",1,84.24
"4039",5092,"poor",15.13,0.0118519288537586,"MALE",2014,"EICV","KICUKIRO",1,"Poverty",1,84.87
"4040",5093,"poor",16.31,0.0113579163344832,"FEMALE",2014,"EICV","KICUKIRO",1,"Poverty",1,83.69
"4041",5094,"poor",15.76,0.00820504661296203,"URBAN",2014,"EICV","KICUKIRO",1,"Poverty",1,84.24
"4042",5095,"severely.poor",6.34,0.00552843230457963,"TOTAL",2014,"EICV","KICUKIRO",1,"Severe Poverty",2,93.66
"4043",5096,"severely.poor",5.99,0.00792932514529561,"MALE",2014,"EICV","KICUKIRO",1,"Severe Poverty",2,94.01
"4044",5097,"severely.poor",6.65,0.00769677496226903,"FEMALE",2014,"EICV","KICUKIRO",1,"Severe Poverty",2,93.35
"4045",5098,"severely.poor",6.34,0.00552843230457963,"URBAN",2014,"EICV","KICUKIRO",1,"Severe Poverty",2,93.66
"4046",5099,"health.insurance",70.75,0.0103906573612809,"TOTAL",2014,"EICV","KICUKIRO",2,"Have Health Insurance",6,70.75
"4047",5100,"health.insurance",70.68,0.0152223176747615,"MALE",2014,"EICV","KICUKIRO",2,"Have Health Insurance",6,70.68
"4048",5101,"health.insurance",70.8,0.0142179086759995,"FEMALE",2014,"EICV","KICUKIRO",2,"Have Health Insurance",6,70.8
"4049",5102,"health.insurance",70.75,0.0103906573612809,"URBAN",2014,"EICV","KICUKIRO",2,"Have Health Insurance",6,70.75
"4050",5103,"health.insurance",38.79,0.0443875489818041,"SEVERELY-POOR",2014,"EICV","KICUKIRO",2,"Have Health Insurance",6,38.79
"4051",5104,"health.insurance",46.19,0.0362805840328979,"POOR",2014,"EICV","KICUKIRO",2,"Have Health Insurance",6,46.19
"4052",5105,"health.insurance",75.9,0.0107547517704017,"NON-POOR",2014,"EICV","KICUKIRO",2,"Have Health Insurance",6,75.9
"4053",5106,"care.when.ill",65.13,0.0221524725850637,"TOTAL",2014,"EICV","KICUKIRO",2,"Receive Care When Ill",7,65.13
"4054",5107,"care.when.ill",61.1,0.0348269462801935,"MALE",2014,"EICV","KICUKIRO",2,"Receive Care When Ill",7,61.1
"4055",5108,"care.when.ill",68.01,0.028560535042676,"FEMALE",2014,"EICV","KICUKIRO",2,"Receive Care When Ill",7,68.01
"4056",5109,"care.when.ill",65.13,0.0221524725850637,"URBAN",2014,"EICV","KICUKIRO",2,"Receive Care When Ill",7,65.13
"4057",5110,"care.when.ill",43.7,0.0807720458073221,"SEVERELY-POOR",2014,"EICV","KICUKIRO",2,"Receive Care When Ill",7,43.7
"4058",5111,"care.when.ill",52.85,0.0737922009365119,"POOR",2014,"EICV","KICUKIRO",2,"Receive Care When Ill",7,52.85
"4059",5112,"care.when.ill",68.81,0.0238594302890893,"NON-POOR",2014,"EICV","KICUKIRO",2,"Receive Care When Ill",7,68.81
"4060",5113,"improved.water",92.36,0.00601796933542435,"TOTAL",2014,"EICV","KICUKIRO",2,"Clean Water",8,92.36
"4061",5114,"improved.water",92.84,0.00861110462890081,"MALE",2014,"EICV","KICUKIRO",2,"Clean Water",8,92.84
"4062",5115,"improved.water",91.94,0.00839346239489271,"FEMALE",2014,"EICV","KICUKIRO",2,"Clean Water",8,91.94
"4063",5116,"improved.water",92.36,0.00601796933542435,"URBAN",2014,"EICV","KICUKIRO",2,"Clean Water",8,92.36
"4064",5117,"improved.water",56.05,0.0444350662263262,"SEVERELY-POOR",2014,"EICV","KICUKIRO",2,"Clean Water",8,56.05
"4065",5118,"improved.water",73.77,0.0322231512623175,"POOR",2014,"EICV","KICUKIRO",2,"Clean Water",8,73.77
"4066",5119,"improved.water",97.17,0.00422825801595146,"NON-POOR",2014,"EICV","KICUKIRO",2,"Clean Water",8,97.17
"4067",5120,"improved.sanitation",95.84,0.00446295478433937,"TOTAL",2014,"EICV","KICUKIRO",2,"Improved Sanitation",9,95.84
"4068",5121,"improved.sanitation",95.46,0.00683249492599848,"MALE",2014,"EICV","KICUKIRO",2,"Improved Sanitation",9,95.46
"4069",5122,"improved.sanitation",96.17,0.0058600467345248,"FEMALE",2014,"EICV","KICUKIRO",2,"Improved Sanitation",9,96.17
"4070",5123,"improved.sanitation",95.84,0.00446295478433937,"URBAN",2014,"EICV","KICUKIRO",2,"Improved Sanitation",9,95.84
"4071",5124,"improved.sanitation",69.98,0.0414514779814435,"SEVERELY-POOR",2014,"EICV","KICUKIRO",2,"Improved Sanitation",9,69.98
"4072",5125,"improved.sanitation",91.72,0.0187272724771494,"POOR",2014,"EICV","KICUKIRO",2,"Improved Sanitation",9,91.72
"4073",5126,"improved.sanitation",98.25,0.00321830329767191,"NON-POOR",2014,"EICV","KICUKIRO",2,"Improved Sanitation",9,98.25
"4074",5127,"electric.lighting",82.77,0.00854950890260115,"TOTAL",2014,"EICV","KICUKIRO",2,"Electricity",10,82.77
"4075",5128,"electric.lighting",82.73,0.0125385548582584,"MALE",2014,"EICV","KICUKIRO",2,"Electricity",10,82.73
"4076",5129,"electric.lighting",82.81,0.0116877552496386,"FEMALE",2014,"EICV","KICUKIRO",2,"Electricity",10,82.81
"4077",5130,"electric.lighting",82.77,0.00854950890260115,"URBAN",2014,"EICV","KICUKIRO",2,"Electricity",10,82.77
"4078",5131,"electric.lighting",43.27,0.0446468276924346,"SEVERELY-POOR",2014,"EICV","KICUKIRO",2,"Electricity",10,43.27
"4079",5132,"electric.lighting",45.63,0.0360078697095387,"POOR",2014,"EICV","KICUKIRO",2,"Electricity",10,45.63
"4080",5133,"electric.lighting",89.9,0.00735940966511236,"NON-POOR",2014,"EICV","KICUKIRO",2,"Electricity",10,89.9
"4081",5134,"primary.attendance",92.08,0.0166408556387636,"TOTAL",2014,"EICV","KICUKIRO",2,"Primary Education",12,92.08
"4082",5135,"primary.attendance",94.47,0.0202503982979981,"MALE",2014,"EICV","KICUKIRO",2,"Primary Education",12,94.47
"4083",5136,"primary.attendance",90.2,0.0249498522464329,"FEMALE",2014,"EICV","KICUKIRO",2,"Primary Education",12,90.2
"4084",5137,"primary.attendance",92.08,0.0166408556387636,"URBAN",2014,"EICV","KICUKIRO",2,"Primary Education",12,92.08
"4085",5138,"primary.attendance",73.03,0.0886247368989394,"SEVERELY-POOR",2014,"EICV","KICUKIRO",2,"Primary Education",12,73.03
"4086",5139,"primary.attendance",85.92,0.076221820883987,"POOR",2014,"EICV","KICUKIRO",2,"Primary Education",12,85.92
"4087",5140,"primary.attendance",95.05,0.0143299178574143,"NON-POOR",2014,"EICV","KICUKIRO",2,"Primary Education",12,95.05
"4088",5141,"secondary.attendance",38.62,0.0305567890420251,"TOTAL",2014,"EICV","KICUKIRO",2,"Secondary Education",13,38.62
"4089",5142,"secondary.attendance",45.67,0.0491314531673867,"MALE",2014,"EICV","KICUKIRO",2,"Secondary Education",13,45.67
"4090",5143,"secondary.attendance",33.51,0.0379120780330661,"FEMALE",2014,"EICV","KICUKIRO",2,"Secondary Education",13,33.51
"4091",5144,"secondary.attendance",38.62,0.0305567890420251,"URBAN",2014,"EICV","KICUKIRO",2,"Secondary Education",13,38.62
"4092",5145,"secondary.attendance",27.2,0.132808344159165,"SEVERELY-POOR",2014,"EICV","KICUKIRO",2,"Secondary Education",13,27.2
"4093",5146,"secondary.attendance",21.13,0.0935917135465024,"POOR",2014,"EICV","KICUKIRO",2,"Secondary Education",13,21.13
"4094",5147,"secondary.attendance",40.92,0.0330234891099741,"NON-POOR",2014,"EICV","KICUKIRO",2,"Secondary Education",13,40.92
"4095",5148,"literacy",92.98,0.0074160705097776,"TOTAL",2014,"EICV","KICUKIRO",2,"Literacy",14,92.98
"4096",5149,"literacy",95.08,0.00923966460980971,"MALE",2014,"EICV","KICUKIRO",2,"Literacy",14,95.08
"4097",5150,"literacy",91.16,0.0112270489777505,"FEMALE",2014,"EICV","KICUKIRO",2,"Literacy",14,91.16
"4098",5151,"literacy",92.98,0.0074160705097776,"URBAN",2014,"EICV","KICUKIRO",2,"Literacy",14,92.98
"4099",5152,"literacy",75.65,0.055521010395365,"SEVERELY-POOR",2014,"EICV","KICUKIRO",2,"Literacy",14,75.65
"4100",5153,"literacy",81.02,0.0385130278689488,"POOR",2014,"EICV","KICUKIRO",2,"Literacy",14,81.02
"4101",5154,"literacy",95.01,0.00693361767385902,"NON-POOR",2014,"EICV","KICUKIRO",2,"Literacy",14,95.01
"4102",5155,"poor",41.58,0.0105930334675021,"TOTAL",2014,"EICV","KIREHE",1,"Poverty",1,58.42
"4103",5156,"poor",40.69,0.0151131897572891,"MALE",2014,"EICV","KIREHE",1,"Poverty",1,59.31
"4104",5157,"poor",42.43,0.0148459851860411,"FEMALE",2014,"EICV","KIREHE",1,"Poverty",1,57.57
"4105",5158,"poor",29.98,0.0322843180232031,"URBAN",2014,"EICV","KIREHE",1,"Poverty",1,70.02
"4106",5159,"poor",43,0.0111753514478196,"RURAL",2014,"EICV","KIREHE",1,"Poverty",1,57
"4107",5160,"severely.poor",17.68,0.00822288771283727,"TOTAL",2014,"EICV","KIREHE",1,"Severe Poverty",2,82.32
"4108",5161,"severely.poor",18.21,0.0118743854788177,"MALE",2014,"EICV","KIREHE",1,"Severe Poverty",2,81.79
"4109",5162,"severely.poor",17.18,0.0113941505999541,"FEMALE",2014,"EICV","KIREHE",1,"Severe Poverty",2,82.82
"4110",5163,"severely.poor",15.67,0.0258517225342307,"URBAN",2014,"EICV","KIREHE",1,"Severe Poverty",2,84.33
"4111",5164,"severely.poor",17.93,0.00866964495732128,"RURAL",2014,"EICV","KIREHE",1,"Severe Poverty",2,82.07
"4112",5165,"health.insurance",78.14,0.00884996108389046,"TOTAL",2014,"EICV","KIREHE",2,"Have Health Insurance",6,78.14
"4113",5166,"health.insurance",77.5,0.0128213152261519,"MALE",2014,"EICV","KIREHE",2,"Have Health Insurance",6,77.5
"4114",5167,"health.insurance",78.75,0.0122214589134949,"FEMALE",2014,"EICV","KIREHE",2,"Have Health Insurance",6,78.75
"4115",5168,"health.insurance",88.08,0.0224912583947484,"URBAN",2014,"EICV","KIREHE",2,"Have Health Insurance",6,88.08
"4116",5169,"health.insurance",76.93,0.00950146212536593,"RURAL",2014,"EICV","KIREHE",2,"Have Health Insurance",6,76.93
"4117",5170,"health.insurance",65.38,0.0244478918976393,"SEVERELY-POOR",2014,"EICV","KIREHE",2,"Have Health Insurance",6,65.38
"4118",5171,"health.insurance",71.8,0.019627892167357,"POOR",2014,"EICV","KIREHE",2,"Have Health Insurance",6,71.8
"4119",5172,"health.insurance",84.6,0.0100659810607505,"NON-POOR",2014,"EICV","KIREHE",2,"Have Health Insurance",6,84.6
"4120",5173,"care.when.ill",74.58,0.0189091283030242,"TOTAL",2014,"EICV","KIREHE",2,"Receive Care When Ill",7,74.58
"4121",5174,"care.when.ill",74.23,0.0291762137329007,"MALE",2014,"EICV","KIREHE",2,"Receive Care When Ill",7,74.23
"4122",5175,"care.when.ill",74.84,0.0248247656097099,"FEMALE",2014,"EICV","KIREHE",2,"Receive Care When Ill",7,74.84
"4123",5176,"care.when.ill",67.5,0.0705838326348039,"URBAN",2014,"EICV","KIREHE",2,"Receive Care When Ill",7,67.5
"4124",5177,"care.when.ill",75.34,0.0194659277356254,"RURAL",2014,"EICV","KIREHE",2,"Receive Care When Ill",7,75.34
"4125",5178,"care.when.ill",61.4,0.0518657737509896,"SEVERELY-POOR",2014,"EICV","KIREHE",2,"Receive Care When Ill",7,61.4
"4126",5179,"care.when.ill",76.45,0.0346779285406621,"POOR",2014,"EICV","KIREHE",2,"Receive Care When Ill",7,76.45
"4127",5180,"care.when.ill",77.71,0.0242445093935807,"NON-POOR",2014,"EICV","KIREHE",2,"Receive Care When Ill",7,77.71
"4128",5181,"improved.water",78.58,0.00882000255788127,"TOTAL",2014,"EICV","KIREHE",2,"Clean Water",8,78.58
"4129",5182,"improved.water",78.77,0.0125708034464504,"MALE",2014,"EICV","KIREHE",2,"Clean Water",8,78.77
"4130",5183,"improved.water",78.4,0.0123766542242187,"FEMALE",2014,"EICV","KIREHE",2,"Clean Water",8,78.4
"4131",5185,"improved.water",75.97,0.00970396079916949,"RURAL",2014,"EICV","KIREHE",2,"Clean Water",8,75.97
"4132",5186,"improved.water",69.64,0.0232796922319406,"SEVERELY-POOR",2014,"EICV","KIREHE",2,"Clean Water",8,69.64
"4133",5187,"improved.water",78.94,0.0180271770230771,"POOR",2014,"EICV","KIREHE",2,"Clean Water",8,78.94
"4134",5188,"improved.water",81.14,0.0110512996284915,"NON-POOR",2014,"EICV","KIREHE",2,"Clean Water",8,81.14
"4135",5189,"improved.sanitation",91.48,0.0059496650829066,"TOTAL",2014,"EICV","KIREHE",2,"Improved Sanitation",9,91.48
"4136",5190,"improved.sanitation",91.34,0.00858958446227411,"MALE",2014,"EICV","KIREHE",2,"Improved Sanitation",9,91.34
"4137",5191,"improved.sanitation",91.61,0.00824672470019851,"FEMALE",2014,"EICV","KIREHE",2,"Improved Sanitation",9,91.61
"4138",5192,"improved.sanitation",95.09,0.0159105145138139,"URBAN",2014,"EICV","KIREHE",2,"Improved Sanitation",9,95.09
"4139",5193,"improved.sanitation",91.04,0.00638221568981176,"RURAL",2014,"EICV","KIREHE",2,"Improved Sanitation",9,91.04
